system:index,region,vegClimZoneLab,index,pop,ref,skog,ssbid
13187,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13187
13188,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13188
13189,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13189
13190,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13190
13191,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13191
13192,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13192
13193,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13193
13194,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13194
13195,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13195
13196,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13196
13197,Østlandet,Nordboreal sone (NB),0.9449,1.137481689453125,0.1333722601996528,6.176461364746097,13197
13198,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13198
13199,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13199
13200,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13200
13201,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13201
13202,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13202
13203,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13203
13204,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13204
13205,Østlandet,Nordboreal sone (NB),0.006000000000000005,5.85595703125,0.1333722601996528,6.176461364746097,13205
13206,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13206
13207,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13207
13208,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13208
13209,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13209
13210,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13210
13211,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13211
13212,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13212
13213,Østlandet,Nordboreal sone (NB),0.9967,0.457366943359375,0.1333722601996528,6.176461364746097,13213
13214,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13214
13215,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13215
13216,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13216
13217,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13217
13218,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13218
13219,Østlandet,Nordboreal sone (NB),1,0.1333722601996528,0.1333722601996528,6.176461364746097,13219
